中国人民银行副行长陈雨露出席第39届国际货币与金融委员会会议,2019-04-14,/goutongjiaoliu/113456/113469/3807109/index.html
陈雨露副行长在国际货币基金组织/世界银行春会期间参加双边会见,2019-04-14,/goutongjiaoliu/113456/113469/3807106/index.html
陈雨露副行长出席二十国集团财长和央行行长会,2019-04-13,/goutongjiaoliu/113456/113469/3807073/index.html
人民银行党委、外汇局党组召开巡视工作会议暨2019年巡视动员部署电视电话会...,2019-04-12,/goutongjiaoliu/113456/113469/3806747/index.html
2019年一季度金融统计数据报告,2019-04-12,/goutongjiaoliu/113456/113469/3806596/index.html
2019年3月末社会融资规模存量统计数据报告,2019-04-12,/goutongjiaoliu/113456/113469/3806591/index.html
2019年一季度社会融资规模增量统计数据报告,2019-04-12,/goutongjiaoliu/113456/113469/3806580/index.html
2018年末金融业机构总资产294万亿元,2019-04-12,/goutongjiaoliu/113456/113469/3806559/index.html
陈雨露副行长出席金砖国家财长和央行行长会议,2019-04-12,/goutongjiaoliu/113456/113469/3806602/index.html
站在新的历史起点 全面推进中国反洗钱事业,2019-04-12,/goutongjiaoliu/113456/113469/3806661/index.html
人民银行召开2019年研究工作会议,2019-04-10,/goutongjiaoliu/113456/113469/3805577/index.html
中国人民银行行长易纲会见旧金山联储行长Mary Daly,2019-04-09,/goutongjiaoliu/113456/113469/3805161/index.html
2019年人民银行工会工作会议召开,2019-04-04,/goutongjiaoliu/113456/113469/3803142/index.html
潘功胜副行长会见富时罗素全球首席执行官Waqas Samad,2019-04-03,/goutongjiaoliu/113456/113469/3802550/index.html
人民银行召开2019年青年工作会议,2019-04-03,/goutongjiaoliu/113456/113469/3801152/index.html
2018年农村地区支付业务发展总体情况,2019-04-02,/goutongjiaoliu/113456/113469/3798541/index.html
紧扣八字方针 坚守为民理念 努力推动支付产业高质量发展,2019-03-29,/goutongjiaoliu/113456/113469/3797109/index.html
中国人民银行有关负责人就《中国人民银行关于进一步加强支付结算管理 防范电...,2019-03-28,/goutongjiaoliu/113456/113469/3795599/index.html
继续扩大金融业开放 推动经济高质量发展,2019-03-24,/goutongjiaoliu/113456/113469/3792841/index.html
人民银行召开2019年征信工作电视电话会议,2019-03-22,/goutongjiaoliu/113456/113469/3792687/index.html
2019年第一季度企业家问卷调查报告,2019-03-22,/goutongjiaoliu/113456/113469/3792347/index.html
2019年第一季度银行家问卷调查报告,2019-03-22,/goutongjiaoliu/113456/113469/3792340/index.html
2019年第一季度城镇储户问卷调查报告,2019-03-22,/goutongjiaoliu/113456/113469/3792352/index.html
人民银行召开2019年全国国库工作电视电话会议,2019-03-21,/goutongjiaoliu/113456/113469/3791394/index.html
2019年2月份金融市场运行情况,2019-03-18,/goutongjiaoliu/113456/113469/3788559/index.html
2018年支付体系运行总体情况,2019-03-18,/goutongjiaoliu/113456/113469/3787878/index.html
2018年第四季度支付体系运行总体情况,2019-03-18,/goutongjiaoliu/113456/113469/3787884/index.html
人民银行党委、外汇局党组理论学习中心组专题深入学习贯彻习近平总书记在中...,2019-03-14,/goutongjiaoliu/113456/113469/3786032/index.html
中国人民银行党委书记、副行长郭树清出席国际清算银行行长例会,2019-03-12,/goutongjiaoliu/113456/113469/3784580/index.html
2019年2月份金融数据解读,2019-03-11,/goutongjiaoliu/113456/113469/3782099/index.html
人民银行相关部门负责人就2月份主要金融数据答《金融时报》记者问,2019-03-11,/goutongjiaoliu/113456/113469/3782070/index.html
中国人民银行行长易纲等就“金融改革与发展”答记者问,2019-03-10,/goutongjiaoliu/113456/113469/3782042/index.html
2019年2月金融统计数据报告,2019-03-10,/goutongjiaoliu/113456/113469/3781965/index.html
2019年2月社会融资规模存量统计数据报告,2019-03-10,/goutongjiaoliu/113456/113469/3781968/index.html
2019年2月社会融资规模增量统计数据报告,2019-03-10,/goutongjiaoliu/113456/113469/3781971/index.html
中国人民银行金融科技（FinTech）委员会召开2019年第一次会议,2019-03-08,/goutongjiaoliu/113456/113469/3781959/index.html
2018年中国货币政策大事记,2019-03-01,/goutongjiaoliu/113456/113469/3776718/index.html
人民银行召开2019年金融消费权益保护工作会议,2019-03-01,/goutongjiaoliu/113456/113469/3776043/index.html
中国人民银行行长易纲会见罗马尼亚央行行长伊瑟雷斯库,2019-03-01,/goutongjiaoliu/113456/113469/3775715/index.html
强化底线思维和风险意识 坚决打好防范化解重大金融风险攻坚战,2019-02-27,/goutongjiaoliu/113456/113469/3774324/index.html
《商业银行担保物基本信息描述规范》金融行业标准发布会在京召开,2019-02-27,/goutongjiaoliu/113456/113469/3774420/index.html
砥砺奋进 开拓创新 全面做好2019年金融市场和信贷政策工作,2019-02-26,/goutongjiaoliu/113456/113469/3773037/index.html
中国代表团出席在法国巴黎召开的金融行动特别工作组第三十届第二次全会,2019-02-23,/goutongjiaoliu/113456/113469/3770193/index.html
凝心聚力 攻坚克难 推动货币金银工作迈上新征程,2019-02-22,/goutongjiaoliu/113456/113469/3769373/index.html
2018年第四季度中国货币政策执行报告,2019-02-21,/goutongjiaoliu/113456/113469/3768943/index.html
2019年1月份金融市场运行情况,2019-02-21,/goutongjiaoliu/113456/113469/3768562/index.html
创新方式方法 提升办理质效 人民银行圆满完成2018年“两会”建议提案办理工...,2019-02-20,/goutongjiaoliu/113456/113469/3767858/index.html
中国人民银行开展首次央行票据互换（CBS）操作,2019-02-20,/goutongjiaoliu/113456/113469/3767774/index.html
人民银行、外汇局召开纪检监察工作会议 深入学习贯彻习近平总书记重要讲话和...,2019-02-19,/goutongjiaoliu/113456/113469/3766715/index.html
2019年1月份金融统计数据解读吹风会实录,2019-02-15,/goutongjiaoliu/113456/113469/3764898/index.html
2019年1月金融统计数据报告,2019-02-15,/goutongjiaoliu/113456/113469/3764684/index.html
2019年1月社会融资规模存量统计数据报告,2019-02-15,/goutongjiaoliu/113456/113469/3764689/index.html
2019年1月社会融资规模增量统计数据报告,2019-02-15,/goutongjiaoliu/113456/113469/3764692/index.html
情暖基层 汇聚力量,2019-02-13,/goutongjiaoliu/113456/113469/3763845/index.html
中国人民银行在香港成功发行200亿元人民币央行票据,2019-02-13,/goutongjiaoliu/113456/113469/3763426/index.html
中国人民银行公告〔2019〕第2号,2019-02-12,/goutongjiaoliu/113456/113469/3763199/index.html
中国人民银行党委书记、副行长郭树清出席国际清算银行香港特别行长会,2019-02-12,/goutongjiaoliu/113456/113469/3762744/index.html
人民银行、银保监会、证监会、财政部、农业农村部联合发布《关于金融服务乡...,2019-02-11,/goutongjiaoliu/113456/113469/3761845/index.html
2018年地区社会融资规模增量统计表,2019-02-02,/goutongjiaoliu/113456/113469/3760517/index.html
中国人民银行党委书记郭树清到中国银行间市场交易商协会、国家外汇管理局中...,2019-02-02,/goutongjiaoliu/113456/113469/3760058/index.html
金融市场对外开放取得新进展：中国债券正式纳入彭博巴克莱债券指数,2019-01-31,/goutongjiaoliu/113456/113469/3758415/index.html
美国标普全球公司获准进入中国信用评级市场,2019-01-28,/goutongjiaoliu/113456/113469/3753780/index.html
中国银行成功发行首单无固定期限资本债券,2019-01-25,/goutongjiaoliu/113456/113469/3753088/index.html
中国人民银行开展普惠金融定向降准动态考核,2019-01-25,/goutongjiaoliu/113456/113469/3752926/index.html
2018年金融机构贷款投向统计报告,2019-01-25,/goutongjiaoliu/113456/113469/3752832/index.html
2018年小额贷款公司统计数据报告,2019-01-25,/goutongjiaoliu/113456/113469/3752847/index.html
2018年金融市场运行情况,2019-01-25,/goutongjiaoliu/113456/113469/3752805/index.html
中国人民银行有关负责人就创设央行票据互换工具答记者问,2019-01-24,/goutongjiaoliu/113456/113469/3752457/index.html
中国人民银行决定创设央行票据互换工具 为银行发行永续债提供流动性支持,2019-01-24,/goutongjiaoliu/113456/113469/3752454/index.html
中国人民银行开展2019年一季度定向中期借贷便利操作,2019-01-23,/goutongjiaoliu/113456/113469/3751226/index.html
