????????????,AA+ ??:??,??????????,???????????????????(??78.87%),??????,??????,5/10,??,-,??,4243.9,430.85,97.67%,???-???,???
????????????,AA+ ??:??,????????????,???????(??100%),?????,??????,5/10,??,-,??,4717.8,311.8,85.9%,???-???,???
???????????????,AA+ ??:??,?????????????????,??????(??100%),???????,??????,5/10,??,"?????????????,????????,?????,????????????;?????????????,???????????????,?????????,???????,???????,??????????????????????????????????????,???????????,????????????????????",??,528,110.1,156.73%,?????-???,???
???????????,AA+ ??:??,?????????????????,?????????(??100%),?????,??????,5/10,??,"???????????,??????,????,?????????????,???????????????,????????????,???????????????,?????????,19?3??????275?,????219?,???????????,??????????????????????,????,????????,????????????,??????????",-,-,-,-,???-???-???,???
????????????,AA ??:??,??????????????,????????????(??80%),?????,??????,5/10,??,-,??,20352.51,1681.48,261.74%,???????,??
???????????????,AA+ ??:??,???????????????,??????????????????(??100%),?????,??????,5/10,??,"????????,??????,???????,??????????????,??????(?????)???????????????????????????,16??????????????????????,????;?????????????????????????,??????????;?????????????????????,????;???????????????????????,?????;17???????????,????????,?18???????????????19?3?????63.4%,?????????",??,2719.1,287.1,752.93%,???-???,???
??????????????,AA+ ??:??,?????????????????,??????????????(??100%),?????,??????,5/10,??,"???????????,??????,IT????????????,????????????????,??????????,2018???????????????,????????????????,????????,??794.71?????????????????,?????????(19?3???????50%,16??55%)?????????????,?????????????????????,??????????????????,??????????,??????????",??,463.23,52.03,200.26%,???-???-???-?????????,????????
???????????????,AA+ ??:??,???????????,?????????????????????(??100%),?????,??????,5/10,??,"??????????,????????????????????????,?????,?“????”???,?????????????,????????;2017??????????183.52?,???????252.21?,????????125.67?(??????43.18?,??????82.49?);2017??4?????(?????????????????????)??????466.6?,?????????
????????????,????????????????????,??????,?????;????????????????????,????64.7%??(18?9??),???????,????????????2017??????33.28%,???????",??,1930,202.9,293.3%,???-???-???,???
????????????????,AA+ ??:??,??????????,?????????????????(??100%),?????,??????,5/10,??,"?????????,???????,?????????????,????????????????????,?????????,??18?????????????1404?,?????1195?,???127?,???88?;???????????,??19?3???????????38?,?????????18?????,??????,????,???????",??,841.5,151.2,32.59%,???-???,???
?????????????,AA+ ??:??,???????????????,????????????(??100%),?????,??????,5/10,??,-,??,10143.32,1152.1,139.17%,???-???,???
?????????????,AA+ ??:??,???????????????,??????????????(??100%),?????,??????,5/10,??,"??????????,?????????,2015-2017?????????????????????????????????????????????????????,??????????????????????????????????????????????,????????????????????,??????????,????????????,??????,??????????????????????????(18?9??58%),?????,?????????",??,4930.58,400,183.61%,???-???,???
????????????,AA+ ??:??,?????????????????,??????????????(??100%),?????,??????,5/10,??,"???2017?GDP 5003.19?,????9%,??????417.08?,???????495.92?,?????????611.7?,????????1198??
?????????????????,????????????????,?2017????????PPP????,?????????,??PPP?????????????;????????,??????;?????????????,????,??????????18??,????????????,??????30?,???????????18?9??,?????37%,??????????,?????87?,?????????????????,?????????,??????????",??,5274.67,461.75,315.73%,???-???,???
?????????????,AA+ ??:??,??????????,??????????????(??100%),?????,??????,5/10,??,"??????????????????????????????????,????????,????????????????????????,?????????????????????????2018??????GDP7856.81??,????8.6%,???????680.38??,????7.3%,??????????,????????6.3?40.8?52.9;????????11.7%???,???????????15.0%???2018???????50.37,????23.00%;???7.42%,???7.52??,????7.08??,????????,???????????2018??,?????683.39??,????10.29%,????????????63.08%,???????????????????,???????????257.34??,???????????54.59%?41.24%?37.66%,??????????????,2018?????????10.92%?165.57??,?????????????????????????50.70?,???????????????,2018????????????19.31???????,?????????35.10??,????????????????????????????448.29??,???214.91??,?????????????28.97??,?????6.61%?????,??????????,???????, ??????????,???????????????,???????,??????????",??,7856.81,680.38,98.27%,???-???,???
?????????????,AA+ ??:??,???????????????,??????????????????(??100%),?????,??????,5/10,??,"???????????????,?????????????,??????????????,????????????????????,????????????????????????????????????????????????????,??????????;???????????,??????,19?3???????74%,??????,?????????,????????",??,1239,95.2,951.01%,???-???-???,???
?????????????,AA ??:??,????????????,??????????????????(??100%),?????,??????,5/10,??,-,??,2951.8,146.1,135.2%,??????-???,???
?????????????,AA+ ??:??,?????????????????,??????(??100%),?????,??????,5/10,??,-,??,3884.48,373.23,177.1%,???-???,???
?????????????,AA+ ??:??,???????????????,????????????????(??90%),?????,??????,5/10,??,"????????????,??????,2017?GDP 2279.55?,??????191.81?,2017 ??????????? 183.02 ?,????????750.81??????????????????????????,?????,18?9?????57%,?????,??????,???????,???????",??,2400,211.1,282%,???-???-???,???
?????????????,AA+ ??:??,?????????????????,??????????????(??100%),?????,??????,5/10,??,"????????,?????????????,??????,???????????;???????????,?????????????,???????????;??????,???????;??????????????????????,??????;?????????,????????,18?9?????58.65%,?????????????,????????????????,??????????,?????",??,1470.58,128.1,153.44%,???-???,???
???????????(??)????,AA+ ??:??,?????????????????,???????????????(??100%),?????,??????,5/10,??,"???????????????????????????, ????????????????????? ?????? ?????????????,2018?????????????32.42%???????56.17%???2018??,?????????????????,????????????????,??????????????????,????????????????????????????????????4??,?????????19?3???????(69.8%),??????????,?????????",??,770,108.5,157.21%,???-???-???,???
?????????,AA+ ??:??,???????????????,??????????????????(??100%),?????,??????,5/10,??,"????20?,??????;??????????????,?????????????????,????????(????????????????????????);????????????????????????,?????????,????????19?3????????60.25%,?????54.05%,?????,????182?,?????????",??,948.73,89,327.03%,???-???-???,???
?????????????????,AA+ ??:??,??????????,???????????????(??100%),?????,??????,5/10,??,"????????????,17?GDP7734.6??,??????590.6??;?????????????????????;??????????????????????????,?????,????????;????????????????????,?????",-,579,52.4,482.61%,???-???-?????????,????????
????????????,AAA ??:??,??????????????,??????????????(??97.58%),?????,??????,5/10,??,"??????????????????,?????????,?????????,??????????????,???????????;?????????,???????????????????????,????;????????,??????,????????,??????????????????,???????",??,2212.8,222.83,374.78%,???-???,???
??????????????,AA+ ??:??,?????????????????,??????????????????(??100%),?????,??????,5/10,??,"???????????,???????,???????;???????????,???????????2018???????342.7?,???????122.1?,????????401.6?,??????(???????????)??????475.25?,?????????
  ???????????????????,??????????????????????????,??????????????????????????????????,??????????????????????2018??,??????????????,?????????????????????????,???????????????????????????,???????????2.3????????????,????,????????????,??????????????????,?????????,?????????",??,4640.78,342.7,142.9%,???-???,???
????????????,AA+ ??:??,??????????,??????(??100%),?????,??????,5/10,??,"????????,????????,2017?GDP 3382.2?,2018???????373.23?,???????374.26?,18?????????464.82?,18?6????????????678?,?????????????4???????,????(???)??????,??????????????,????????????,??????????????????
??????????????????,2017?????????????,??????,?????????,18?9????60%????????PPN??,??????????????,????????",??,3884.48,373.23,177.1%,???-???,???
??????????????,AA+ ??:??,??????????????,??????????????????(??100%),?????,??????,5/10,??,"?????????,2017?GDP????17???????7???????????,?????????????????????????????,????????????,????????????????????2017???????285.3?,???????209?,??????????839.4?,6?????????????317.42?,?????????

??????????????,??????????????????,??????????????????,??????,????????????????,???????????,???????????(18?9??34.43%),???????????",??,4717.8,311.8,85.9%,???-???,???
,,,,,,,,,,,,,,
???????????????,AA+ ??:??,?????????????????,??????(??100%),??,??????,5/10,??,"??GDP??????????,?????????????????????????????????,???????????,????,???????;????????????,??????????;????????????,??????????????;?????????,???????,?????????",??,6006.16,514.8,320.58%,???-???,???
?????????????,AA ??:??,?????????????????,??????????????(??100%),?????,??????,5/10,??,"???????????,????????????,?????????,??????;???????????????????????,????????,16???????,????????,???????????,????;??????????????????????????,?????????????????????????????,??????,??????????,????????,??????????,18?9?????65%,????????",??,3465.18,173.4,52.84%,???-???-?????????,????????
,,,,,,,,,,,,,,
???????????????,AA+ ??:??,???????????????,??????????????(??100%),?????,??????,5/10,??,"2018????GDP 1330?,??????155.1?,18?6????????????384?,???????????????????,2?AA+????,?????????????????,?????,????????,18?9?????53%;?????,18?3??????27.74?,??????????",??,1330,155.1,287.61%,???-???-???,???
?????????????,AA+ ??:??,???????????????,???????(???)(??100%),?????,??????,5/10,??,"???????,?????????????12?,?????????;?????????????????????,?????????????????????,?????????????,??????????????,????????????????????????????????,?????????,??????,??????????;??????????,????????????????,?????????,??????????????????????,??????????,????????????????????????",??,1330,155.1,287.61%,???-???-???,???
?????????????,AA+ ??:??,??????????,??????(??100%),?????,??????,5/10,??,"????????????????????, ?????????????????????????????????????????????,????????,????????????????????????????????????????????????,????????????,??????????????????????????????????24.99%???,?2018?10?9?????????163??(45%??),????????????17???????,????????,???????????,??????",??,1695,150,377.62%,???-???,???
?????????????,AAA ??:??,???????????,???????????????(??91.52%),?????,??????,5/10,??,"?????????????????????,????????????,??????????????????????????????,?????????;??????????????????,????????,???????????,?????????,??????????????,???????,18?9????????64.28%,???????????300???????,???????????????????????????,???????????????,??????????",??,0,149.7,557.48%,???-???-??????????,????????
???????????????????,AA+ ??:??,????????????,?????????????????????(??100%),?????,??????,5/10,??,"??????????,?????????,?????????,2018?GDP???38??????4?,?18???????????8.5%??????????????,???????????40%?????????????????2017?????????101.28??,3?????(????????????????)2018?9????????621.21??,????????????
??????????????,?????????????????????;?????????(??+??,????)????????(????)????,???????40%??,???????????????????(2019?3?????44%),?????????????,?????????",??,1076.13,55.31,1114.41%,???-???,???
??????????,AA+ ??:??,????????????,????????(??100%),?????,??????,5/10,??,"????????????????????????,??????,???????????????????????,??????,????????????,??????????????????????,????????????,????????,????????????????????",??,2865.23,272.9,243.68%,???,??
???????????,AA ??:??,????????????,?????????(??100%),?????,??????,5/10,??,"??????????????????????????????????????????,????????,2017 ?????????16 ???????14 ?,????,?????????????????????????????????????????????????????????????,???????????????????2018?3??,?????????????????,???????????????????,???????,??????????????,???????",??,251,30,211.6%,???-???,???
?????????????,AA+ ??:??,??????????,??????????????????(??100%),?????,??????,5/10,??,"??????????,???????,???????,????????????2018??????????????664??(?????????????),?????????
??????????????,????????????;???????????????????????????????????????????????,??????????????????????;????????????????;??????????,???????;????????????,??????????",??,6755.23,526.21,439.28%,???-???,???
????????????,AA+ ??:??,??????????,??????????(??100%),?????,??????,5/10,??,"?????????????????????????????,???????????????,????????????????????????,???????????????2018??????GDP 4791.41??,????7.7%,???????754.5??,??8.3%,????????,????????0.5?41.3?58.2;????????10.1%???,?????????????,2018???42.0%?",??,4791.41,754.5,86.03%,???-???,???
????????????,AAA ??:??,??????????,????????????(??100%),?????,??????,5/10,??,"??????????,??????????????????,????,???????????????????????,????????,???????????????????????????,??????????????",??,20352.51,1681.48,261.74%,???????,??
??????????????,AA+ ??:??,?????????????????,??????(??)????(??25.78%),?????,??????,5/10,??,"??A?????,???????????????,??????????????????????????????,???????????????????????BT?PPP????,??????BT?PPP????????????????,????????????,??2017?9??,??????,???????????????,????????,2017?9?????3.46??,?????????",??,10460.09,1066.2,116.94%,???-????,???
??????????????,AA+ ??:??,???????????????,??????????????(??76%),???????,??????,5/10,??,-,??,1316.7,146,648.39%,???-???,???
??????(??)????,AA+ ??:??,??????????????,?????????????????(??100%),?????,??????,5/10,??,"??????????????????,???????????????????;???????????????????,????????????;???????????????,??????,???????;???????????????,?????;??2017??,?????????16.39????;????,???????????,?????",??,2270,225,73.56%,???-???,???
????????????,AA+ ??:??,??????????,??????(??90%),?????,??????,5/10,??,"??????????,18?GDP?3800?,????????;18????????154?,18???????????700????????????(???????2?,????????????????),????;??????????????(????????6%,????,10Y)?????(?10??,???????),??????,????????85%;19?3?????695?,???66.5%,???????????????,????????;???????(18?9??????77.54%)?",??,3806.18,254,286.1%,???-???-???,???
??????????????????,AA+ ??:??,??????????,??????(??100%),??????,??????,5/10,??,"???????,????????????????????????,18????????????894.7?,18???????????2000?,????????????;
????????????,???????????,???????????????????????,??????,?????????,?????????;???????????????,?????????,????????(19?3??65.58%);????????????????????????????????",??,4872,518.55,326.98%,???-???,???
???????????????,AAA ??:??,???????????????,??????????????????(??82.11%),?????,??????,5/10,??,"??????????????????,??????70%?????,????????,??????????",??,17881.12,1994.3,198.15%,???,??
?????????(??)????,AA+ ??:??,??????????,???????(??100%),?????,??????,5/10,??,"?????????????????,????????????;????????????????????????????????????????????2019?3??,?????315?,???65%,???????????????????,????????????,18??????56?,???????18%;???,??????,????????,?????",??,2750.72,206.2,310.18%,???-???,???
??????????????,AA+ ??:??,????????????,??????(??100%),?????,??????,5/10,??,"??????????,??????,18?GDP 3454.6?,????????????????,??????????????,????;??17????????????200?,??????8000?,????????19?3??,?????41.79%,??????????????????????,?????????",??,3454.6,243.4,97.76%,???-???,???
?????????????,AA ??:??,??????????????,??????????????????(??100%),?????,??????,5/10,??,-,??,4100.2,392.6,289.89%,???-???,???
???????????????,AA+ ??:??,?????????????????,??????????????????(??100%),?????,??????,5/10,??,"?????????????????????,????????????????,????????????????,???????,?????????;????????????????????,????????????????????????????????????????????????????????????,????2009????????????????????????????,???????????????????????????????????????????????????,????10????,?????????",??,1930,202.9,293.3%,???-???-???,???
???????????????,AA+ ??:??,???????????,?????????????????(??100%),?????,??????,5/10,??,"????????????????,???????????,?????;???????????????????,????????????;?????????????,??????????????????????????????,???????,?????????????;?????????,??????????,??????????????,????????75%;???????????,???????????",??,800.24,73.8,867.4%,???-???-??????????,????????
???????????????,AA+ ??:??,???????????????,??????(??100%),???????,??????,5/10,??,"????????????,????,??????????,????????????(???????)??,???????????;???2018?GDP??????7?????3?,????????,2018???????81.9?,18???????????200?,?????????
??????????,?????????,??????????????,???????????????????????????????????????,?????????????????????,??????????????,19?3?????53%?18?3??????48.21?,????17.58%,??????????",??,690,81.9,281.86%,???-???-???,???
?????????????,AA ??:??,???????????????,??????????????(??100%),?????,??????,5/10,??,"??????????????????????????????????????????,?????????????????????????,????????????????,???????????????????????????????????2018???????GDP 8467.98??,????8.90%,??????????474.16??,????7.20%,????????4.3 :55.8 :39.9,????????????14.2%?",??,8467.98,474.16,124.29%,???-???,???
????????????,AA+ ??:??,??????????,?????????????(??100%),?????,??????,5/10,??,"???????????,????????(?????),????????????????????????????,????????????????,???????;???????????????????,?????,???????",??,2640.5,240.54,59.78%,???-???,???
????????????,AA+ ??:??,?????????????????,?????????(??100%),?????,??????,5/10,??,-,??,1202.3,139.41,213.44%,???-???-???,???
??????????????,AA+ ??:??,???????????????,??????(??50%),?????,??????,5/10,??,-,??,1211.4,100.38,163.07%,???-???-???,???
???????????????,AA+ ??:??,???????????????,??????(??100%),?????,??????,5/10,??,"???????????,18?GDP?6000?,??????,??????????????????????????????????,???????????,??????????????,?????????????????,???????;???????????????????????,?????????;???????,(19?3?????63.41%),????????????,??????????",??,6006.16,514.8,320.58%,???-???,???
????????????????,AA+ ??:??,???????????????,??????????????(??100%),?????,??????,5/10,??,"????????????,????????,????????????,??????????;?????????????????????,?????????????????????,??????,2016???????????,?????????,????(66.88%),?????????????????,??????????;?????????????????",??,2720,233.4,297.92%,???-???-????,???
??????????,AA+ ??:??,??????????,?????????????????(??100%),?????,??????,5/10,??,"??????????,???????????????,????,??7???,??????,???????????????,2018?GDP 3947.63?,??????218.75?,2018???????622.19?,???????????500???????????????,???????????????????,?????;?????????????????;??????????,???????????,????????(19?3?????66.12%)?",??,3947.63,218.75,231%,???-???,???
????????????????,AA+ ??:??,??????????,??????????????????(??100%),?????,??????,5/10,??,"???2017?GDP 4118.83?,??????332.15?,???????339.60?,?????????961.56?,18?9????????????1077??
???????????????????,????,??????????,??????????????????????????,2017????????????7.14%,??????60.02%,????5.71%,????????15.46%??????????????????????,???????????????????????????????,?????,?????????(????????)",??,0,358.95,236.49%,???????-???,???
,,,,,,,,,,,,,,
???????????,AA+ ??:??,??????????????,???????????????(??100%),?????,??????,5/10,??,"????????????????,???????????????????????????????????????,????????????95%,?????????????????????????????,??????????????????????????????????????,??2018 ???????24.1??,????????????,?????????????????,????????????2019?3?????????842.47??,?????189.97??,?????????????????63.54%??????????????117.14??,????18.6??,????12.34??,??????????????37.89?????,??????17.93??,??11.67%?????????7.84????????4.8????????",??,3651.5,219.5,123.71%,???-???,???
??????????????,AA ??:??,???????????????,?????????????????(??100%),?????,??????,5/10,??,-,??,351.1,83.77,28.77%,???-???,???
?????????????,AA+ ??:??,??????????????,?????????????????????(??90.91%),?????,??????,5/10,??,-,??,1820.1,253,27.78%,???-???-???,???
?????????????,AA+ ??:??,??????????????,??????????????????(??100%),?????,??????,5/10,??,"????????????,????????????????????????????,??????????,???????????,????????????????????????????????,????????,??????????????????????????????????,?????????,???????????????????,??????????",??,6006.16,514.8,320.58%,???-???,???
?????????????,AA+ ??:??,????????????,?????????????(??100%),?????,??????,5/10,??,"???GDP??????11???????3?,18?GDP?2700?,???????,?????????????????,??????????????????,???????????????????????,?????,18?9???????42.11%,??????,???????????????,??????,???????",??,2700.19,267.89,167.71%,???-???,???
??????????????,AA+ ??:??,??????????????,??????????(??100%),?????,??????,5/10,??,-,??,10143.32,1152.1,139.17%,???-???,???
??????(??)????,AA+ ??:??,?????????????????,?????????????????(??97.67%),?????,??????,5/10,??,"?????????,?????????????,14???????????????????????,??????,?????????????????,????????;???????????,?????????????????????,??????????????????,?????????;?????????????????????,??????,????????(19?3?????66.37%),?17????????????,?????????????",??,3517.07,262.7,100.89%,???-???-???,???
??????????????,AA+ ??:??,??????????,??????????????(??100%),?????,??????,5/10,??,"??????????????,??????????????????????????,?????????????????,????????,???????2018????????????????????????????????????,???????????,??????24.12??,????37.6%?2018?,??????????24.85??,????19.40%,???????????????,???????,??????????,????????,?????????????????????????,???????????????????????,??????4.80??,?????????????????????,??????????????????,?????????????,??????????????????????????????,????????,???????????????,??????????,???????????51.93??,???????????????,???????????,??????,???????????,??????,??????,????????,????,???????,???????,?????????",??,0,147.97,82.44%,???-???-?????????,????????
,,,,,,,,,,,,,,
??????????????,AA+ ??:??,?????????????????,????????????(??29.41%),?????,??????,5/10,??,-,??,453.53,100.17,53.12%,???-???-???,???
??????????,AA+ ??:??,??????????,??????????????????(??100%),?????,??????,5/10,??,"?????(???)??????????????,??????????????,????????,??“??”??????2017?GDP?1443.33?,??????138.66?,?????????????????????????,????????????????,??18?9???????????????,?????;18???????437.68?,???60.08%,????????????????,???????????,??????????,???????????,????????,???????",??,0,143.03,105.53%,???-???-?????????,????????
???????????????,AA+ ??:??,??????????,????????????(??32.61%),?????,??????,5/10,??,"2018????????????1056?,????????103?,?????????202?,?????????295.9??2018?9?????6?????????(????????????????????)??????1400.47?,???????
??????????????????????????????,??1%??????????????????????????????,?????????????2018?9??,?????67%,??,???????????????,??????,?????????????????,????????,????????????????,?????????",??,11438.62,1012.28,326.48%,???-???,???
????????????,AA+ ??:??,?????????????????,????????????????(??100%),?????,??????,5/10,??,"??????????,???????????,???????????????,2018?GDP 3948?,??????219,2018???????622.19?,?????????
????????????????,????????????,????????,19?3?????69.74%,??????????????,????????,?????",??,3947.63,218.75,231%,???-???,???
,,,,,,,,,,,,,,
????????????????,AA ??:??,???????????????,?????????????????(??100%),?????,??????,5/10,??,-,??,1001.77,114.05,47.4%,???-???,???
???????????,AA ??:??,?????????????????,??????????(??100%),?????,??????,5/10,??,"??????????????????????,???????????????????????????????????????2017??,???????????????????????????,??20?????????????????????????????,2017????????????1.56??????????,??????,???????????????????????????????????????????????????",??,1211.24,74.8,82.17%,???-???-???,???
????????????????,AA+ ??:??,???????????????,???????????????(??100%),?????,??????,5/10,??,"????????????,?????,?????,????????????????????2018???????233.43?,???????190.19?????????????????????????,?????????????,?????????,???????????????????????????,???????????,????????????,?????????????????2018??,?????????????????????????????,??????????????????,????????????????,???????????????????,????????,??????????",??,906.72,92.83,61.29%,???-???-????-??????????,????????
?????????????,AA+ ??:??,?????????????????,??????????????????(??100%),?????,??????,5/10,??,"??????????????????;????????????????????“????????”??,??????????;?????????????????????,???????????????????????????,?????????????????????,???????????????????????,??????PPP??,????????????????????,???????????",??,14847.29,1528.7,375.94%,???-???,???
??????????????,AA+ ??:??,??????????,??????????????(??100%),?????,??????,5/10,??,"???????????????????, ???????????????????????? ????????????????? ????????????????????? ?????????????,???????????????????, ????????,?????????",??,832.2,110.12,147.03%,???-???-???,???
??????(??)????,AA+ ??:??,???????????????,???????????????(??37.5%),?????,??????,5/10,??,"?????????????????????????,????????,?????????????????????????????????2019?3??,???????????????,????????,?????3??,???????????????,19?3????????69.3%;???????????????PPP??,??????19?3?????16.85?,PPP?????13.91?,19?3?????0.96????????????????????????,???????????????;????????????????????????,?????????????19?3?????43.28%,?????,??????????",??,3278.53,318.1,197.4%,???-???,???
??????????????,AA ??:??,????????????,??????????????????????(??100%),?????,??????,5/10,??,-,??,570.99,82.74,204.94%,???-???-????,???
??????????????????,AA+ ??:??,?????????????????,?????????????????(??100%),?????,??????,5/10,??,"???13?????,????????,??????,??????????????,??????;?????15??,????????????????????????????????,???????,???????,?????????,????????????????,??????????,???????????,??????????,???????,????,??????,???????????????,???????????",??,916.52,82.65,624.02%,???-???-???,???
?????????????,AA+ ??:??,????????????,????????????????(??89.33%),?????,??????,5/10,??,"????????????????????????70%,??????????,??????;????????????????,???????????,???????????????;???????????,????????????,??????????,18?9??????63%,?????????;????????????????,??????????",??,1935.9,226.46,72.06%,???-???-???-???????????,????????
?????????????,AA+ ??:??,??????????????,??????(??100%),?????,??????,5/10,??,-,??,1225.25,87.37,773.16%,???-???-???,???
???????????????,AA+ ??:??,???????????????,??????????(??100%),?????,??????,5/10,??,"??????????????,2017?GDP?1023?,????????,????????,17?????????124?,??????????420?,????165????????????6?,??????????????(???????????????????),????????????????????????,???????????????,????????????,???????????????,???????",??,1105.1,100.6,383.67%,???-???-???,???
???????????????,AA ??:??,???????????????,??????(??100%),?????????,??????,5/10,??,"??????????,????,?????????????????,18?GDP?3633?,?????????????;?????????????????????,????????,?????????,????????????;????????????????????????????,???????(18?9??64%),??????,???????,????????????",??,3632.7,315.2,46.02%,???-???,???
????????????????,AA+ ??:??,???????????????,???????????(??90.06%),?????,??????,5/10,??,"????????????,?????????????,?????????“????”?????,???????????????,????????;????????????????,?????????????,????????????????,???????;2017?9?????????236.82??,????????(????56%),???????????????",??,0,0,-,???-????-??????????,???????
????????????????????,AA+ ??:??,???????????????,?????????(??100%),?????,??????,5/10,??,"???????????????,????????2018??????????126.36?,???????108.1?,????????153.7?,2018?6??4?????(???????????????????)??????1236.98??
???????????????????,??????????????(???????)????,???????,?????;??????,????????????70%,???????,????????",??,1404.55,126.36,696.77%,???-???-???,???
???????????,AA+ ??:??,???????????,???????(??100%),?????,??????,5/10,??,"?????????????,?????????????,???????????????????,2018????????????198.6?,???????68.5?,???????????171.3?,18????????(???)??????239?????????????????,???????????????????????????????????,????????????????????????????,???????????????,19?3?????60.8%,????????,19?3??????12%,????62%?",??,1800.8,198.64,122.4%,???-???-???-?????,???
??????????????????,AA+ ??:??,??????????????,???????????????(??100%),?????,??????,5/10,??,"??????????,????????,??????,?????2?????????2???????2015?????????,??????????????????,??????????2018??????????????????????,????????????,????????,2018????????193.8??2018???????????88??
?????????,???????????????????100%????????????????????????????????????,????????????,??????????2018??,?????????????,?????????????,?????????????????????????????,??????????,??????????",??,360.09,50.7,1942.22%,???-???-???,???
???????????,AA+ ??:??,???????????,????????????????(??100%),?????,??????,5/10,??,"????????????,18?????????????,18?GDP?2400??2017 ??,????????????183.02 ??,????750.81?????????????????????,???????????????,????????????????????????????????????,???????????(18?9??64%);?????????18?9??????????120?,????????",??,2400,211.1,282%,???-???-???,???
???????????????,AA+ ??:??,??????????????,????????????(??100%),?????,??????,5/10,??,-,??,-,-,-,???-???-????,???????
????????????,AA+ ??:??,?????????????????,??????????????(??100%),??,??????,5/10,??,"??????????????????????,?????????,????????????????,????????,??GDP?10??,???????,????????;2018?????????900??
???????????????????????,???????????????????????,??????????,?????;??,???????????????????????,???????????????(19?3??50.15%),????????,???????",??,1316.7,146,648.39%,???-???,???
?????????????,AA+ ??:??,?????????????????,??????(??)??????(??97.1%),?????,??????,5/10,??,"???2018?????374.46?,??????????528?(2018??????),????????1042.97??
???????????????????????????????????,??????,????????????????,????????????????,?????,????????(19?3?????73.61%),??????????????",??,2732.94,253.32,411.72%,???-???,???
????????????,AA+ ??:??,?????????????????,???????(??100%),?????,??????,5/10,??,"??????????????,???????????????,???????????????????????????????????,????????????,??????,????????????????,????????????;18???????????118?,??????????4285?,????????;??19?3?????602?,???62%,????????,???????????????????????,??????????,????????????????",??,5274.67,461.75,315.73%,???-???,???
???????????(??)????,AAA ??:??,???????????????,??????????????????(??100%),?????,??????,5/10,??,"???????????,????????????;???????????????,????????????????????????????????,????????,2018?????????????????45.53?;????????????????????,19?3?????46.67%,?????????????,??????????????,????????????,??????????????(??)????,???????",??,7000,478.01,289.61%,???-???,???
????????????,AA+ ??:??,??????????????,????????????????(??100%),?????,??????,5/10,??,-,??,2312.4,336.38,251.39%,???-???-???,???
?????????????,AA+ ??:??,????????????,??????(??100%),?????,??????,5/10,??,"????????,???4????????????????;????????4?????,????????,??????????????????????????????????????,?????????(??)????????????????????????,???????????????????????????????;???????????,????????????,??????????;19?3????????225?,????????,?????????????????,????
??????:??????3????????,????3????????????300BP,???????+????+300BP???,?3???????????,????????????",??,3601.25,247.3,836.65%,???-???,???
?????????,AA+ ??:??,??????????,??????????(??100%),?????,??????,5/10,??,"?????(???)?1992??????????,???????????,??????,??????????2018???????????61.2?,2019?3?????????(?????)??????380?,?????????    ?????????????????????????,????,??????????????????????,????????????????????????????A??????????,???????????????????????????????,??2019?3??,????????????????????,???????,?????????,??????,???????????????",??,1455,120.87,245.15%,???-???-???,???
????????????,AA+ ??:??,??????????,??????????????(??100%),?????,??????,5/10,??,"??????????,????????????,?????????????????????????????,??????????????????,??????????????????????????,?????,?????,???????????,???????,19?3?????64.44%,?????????,????????",??,2771.7,234.31,631.07%,???-????,???
?????????????,AA+ ??:??,???????????????,????????????????(??100%),???????,??????,5/10,??,"2018????GDP?2300?,????????363.7?,18?9????????????587.46??
?????????????,?????????????????????????????????????????,???????????,????????????????????????,??????????,????????????2018?3??,???????????,????????????????????,18?9???66%,????????????",??,2312.4,336.38,251.39%,???-???-???,???
???????????????????,AA+ ??:??,???????????????,???????????????(??70%),?????,??????,5/10,??,"???????????????,?????????,??????????????,?????????,??????,???????,??????,16????????61??,????????????????????????????,?????????;???????????,?????????,???????????;????42%??,???????,????????",??,2106.4,230.1,471.33%,???-???-???,???
?????????????????????,AA ??:??,????????????,???????(??93.67%),?????,??????,5/10,??,-,??,13509.2,1825.06,270.18%,???-???,???
????????????????,AA+ ??:??,??????????????,??????(??100%),?????,??????,5/10,??,"??????????,????,?????,?????,????????????,????????,??????????????????????????,????????????????????;????????BT????,??????,???????????????????????,??????;?????????????????????????,?????????;??????????????,???????60?,?????????;????????????????????????,??????????,??????,???????,18?????1516?,????680?,?????????,??????,??????,????;???????????????",??,2807.24,265.21,580.49%,???-???,???
???????????????,AA+ ??:??,?????????????????,??????????????(??100%),?????,??????,5/10,??,"????????,????????,???????,?????????????????????;???????????????????,??????????,?????????????????,????????????,????????;?????,?????????,?????",??,1405.47,102.7,54.87%,???-???-?????????,????????
????????????????,AA+ ??:??,???????????????,????????????????(??100%),?????,??????,5/10,??,"??????20?,17?????,?????????;?????+???+??????,???????????,???????????,17????????;????????????????????,????????,????????,?????????????????,???????",??,1413.4,111.2,152.33%,???-???-???,???
????????????????,AA+ ??:??,???????????????,????????????????(??100%),?????,??????,5/10,??,"???2017?GDP 2524.01?,??????245.36?,??????????1232?,????????????????????,????????,???????????????????,?????????????,18?9?????55%,?????????????,????????,??????,?????????",??,2807.24,265.21,580.49%,???-???,???
????????????????,AA+ ??:??,????????????,??????????????????(??100%),?????,??????,5/10,??,"2017?????????????456.4?,?????????298.8?,??????????2017??????????????19.3%,??????;??,?????????,?????????,2017?????????55.1??
?????????????,????????????????????????????????????????,????????????????????????,??????????????? 70.00%??????????????????????????????2018?3??,???????????????????,??????????????????????,???????????????(18?9??79%),????????",??,4064.18,237.23,376.56%,???-???,???
